|title|id|Action|Casual|Indie|Simulation|Strategy|Free to Play|RPG|Sports|Adventure|Racing|Early Access|Massively Multiplayer|Animation &amp; Modeling|Video Production|Utilities|Web Publishing|Education|Software Training|Design &amp; Illustration|Audio Production|Photo Editing|Accounting
113721|Amos From Outer Space|399880.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113722|Read Only Memories - Sounds of Neo-SF|406520.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113723|SW4-II - Weapon Set|379190.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113724|SW4-II - Scenario Set|378478.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113725|SKYHILL|382140.0|1|1|1|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113726|Expand - Soundtrack|402690.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113727|Disposable Heroes Soundtrack|389610.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113728|Korwin The Game|375030.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113729|Meridian: Age of Invention|397770.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113730|Angels Fall First|367270.0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
113731|ZombieZoid® Zenith|403230.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113732|ASDAD: All-Stars Dungeons and Diamonds|364190.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113733|Train Simulator: LNER Peppercorn Class K1 Loco Add-On|325969.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113734|The Adventures of Fatman|395250.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113735|SW4-II - Edit Parts Set|378472.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113736|SW4-II - Horse Set|378474.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113737|SW4-II - Special Costume Set 1|378473.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113738|SW4-II - Special Costume Set 2|378475.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113739|SW4-II - BGM Set 2|378476.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113740|SW4-II - Animal Set|378477.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113741|Nevermind Soundtrack Vol. 1|401860.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113742|Galagan's Island: Metagalactic Monstrosities|406500.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113743|Arcana Heart 3 LOVE MAX!!!!!|370460.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113744|Rugby League Live 3|312920.0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113745|Coin Crypt: Sea and Sky Expansion|396920.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113746|Who Is Mike - A Visual Novel|377430.0|0|1|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113747|Stigmat|403570.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113748|Ninja Pizza Girl|319470.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113749|inSynch|343410.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113750|The Beginner's Guide|303210.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113751|Daily Espada|392720.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113752|Double Fine Adventure|402590.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113753|RaceRoom - WTCC 2014 Car Pack|376360.0|0|0|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
113754|Bloo Kid 2|379640.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113755|Lumber Island - That Special Place|403670.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113756|Game Type - Soundtrack|406510.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113757|Puzzle Ball|402170.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113758|Epsilon|300760.0|1|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
113759|RigIT|374690.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0
113760|ARM PLANETARY PROSPECTORS Asteroid Resource Mining|344890.0|1|1|1|1|1|0|1|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0
113761|Lost Horizon 2|395560.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113762|Black &amp; White Bushido|404050.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113763|Pixel Galaxy|370480.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113764|Dead But Alive! Southern England|384840.0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113765|Drone Zero Gravity|360680.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113766|Polychromatic|384590.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113767|Ratings War Demo|406660.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113768|Hylics|397740.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113769|Ratings War|406650.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113770|Hyperspace Pinball|349020.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113771|Porradaria Upgrade|399000.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113772|Silver Creek Falls: Chapter 2|403070.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113773|Silver Creek Falls - Chapter 2 Soundtrack|403080.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113774|Block N Load - 560 Platinum Bar Pack|400842.0|1|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113775|Block N Load - Starter Pack|400840.0|1|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113776|The Escapists: The Walking Dead|388060.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113777|ORBIT|348280.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113778|Rocksmith® 2014 – Brand New Song Pack|390361.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113779|Tabletop Simulator - Cosmic Encounter Connector|405130.0|0|1|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113780|SAMURAI WARRIORS 4-II|348470.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113781|NBA 2K16|370240.0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113782|Inside Me|404860.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113783|SW4-II - Old Costumes Set|378470.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113784|SW4-II - BGM Set 1|378471.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113785|Grand Ages: Medieval|310470.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113786|Arson and Plunder: Unleashed|293600.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113787|Fran Bow - Original Soundtrack|404840.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113788|Blowy Fish|399920.0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113789|Shoppy Mart: Steam Edition|388360.0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113790|VERLIES II|371220.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113791|Straima|399140.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113792|Uncraft World|339910.0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
113793|Shapes of Gray|398160.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113794|Galactic Civilizations III Soundtrack|390740.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113795|Kanji Training Game|397210.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113796|Concrete Jungle|400160.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113797|Golden Rush|385890.0|1|0|0|0|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0
113798|Miner Mayhem|402850.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113799|Golden Rush - Assassin Hero|394420.0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113800|Golden Rush - Barbarian's Full Set of Artifacts|394423.0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113801|Golden Rush - Paladin Hero|394410.0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113802|Golden Rush - Premium 1 year|394370.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113803|Golden Rush - Rare Artifacts pack|400820.0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113804|A Fistful of Gun Soundtrack|405260.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113805|A Fistful of Gun|229810.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113806|Golden Rush - Witch Hero|394421.0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113807|One Ship Two Ship Redshift Blueshift|367430.0|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113808|Missing Translation|395520.0|0|1|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113809|Angels That Kill Soundtrack|406100.0|0|1|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113810|A Kiss For The Petals - Remembering How We Met|397270.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113811|Epic Quest of the 4 Crystals|392940.0|0|1|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113812|Official Guide - Epic Quest of the 4 Crystals|404930.0|0|1|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113813|Journey To The Center Of The Earth|382120.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113814|Euclidean|398180.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113815|Legends of Solitaire: Curse of the Dragons|399040.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113816|Stairs|374060.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113817|Psycho Starship Rampage|386560.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113818|Tic-Toc-Tower|389310.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113819|Lost Moon|406090.0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
113820|Project CARS - Aston Martin Track Expansion|334781.0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
113821|Omnipresent|403660.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113822|Orion: A Sci-Fi Visual Novel|381010.0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113823|Synonymy Demo|401400.0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113824|Sketch Tales|384090.0|1|0|1|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
113825|Keen Dreams|356200.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113826|80 Days|381780.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113827|Steel Armor: Basra 86|399860.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113828|Cities: Skylines - After Dark|369150.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113829|Abandoned: Chestnut Lodge Asylum|397970.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113830|Else Heart.Break()|400110.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113831|Jagged Alliance Online: Reloaded|339640.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113832|FINAL FANTASY V|382890.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113833|Reverse Crawl|400660.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113834|Snail Bob 2: Tiny Troubles|349760.0|1|1|1|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113835|Tango Fiesta|276730.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113836|Guild of Dungeoneering - Pirate's Cove|402700.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113837|TowerClimb|396640.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113838|Melter Man|404460.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113839|Dale Hardshovel HD|370170.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113840|One Piece Pirate Warriors 3 DLC Pack 2|378505.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113841|Warhammer 40,000: Regicide - Soundtrack|401270.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113842|Penarium|307590.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113843|Penarium Demo|379630.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113844|Anoxemia - Soundtrack|404670.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113845|Blood Bowl 2|236690.0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113846|Subaeria|377250.0|1|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
113847|Rocksmith® 2014 – Breaking Benjamin - “So Cold”|369824.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113848|League of Mermaids|383950.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113849|Rocksmith® 2014 – Breaking Benjamin Song Pack|369827.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113850|SC2VN - The eSports Visual Novel|404480.0|0|1|1|1|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113851|Discouraged Workers - Extras|404910.0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113852|FSX: Steam Edition - Kilimanjaro Airport (HTKJ) Add-On|379550.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113853|Assault Android Cactus Original Soundtrack|403990.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113854|FSX: Steam Edition - Pushing the Envelope Add-On|379230.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113855|My Paper Boat|381850.0|0|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
113856|Weapon of Choice|373600.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113857|Missing Translation: Deluxe Edition|395530.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113858|XenoBloom|391440.0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113859|Shoot 1UP|373610.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113860|Explosionade|373620.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113861|Dandelion - Wishes brought to you - OST|404450.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113862|Game Type|373630.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113863|Gamer Simulator|402190.0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113864|Extreme Exorcism|334100.0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113865|Nyctophilia|402890.0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113866|Navpoint|297080.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113867|Rescue Team 2|403090.0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113868|Rescue Team 3|403100.0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113869|Timberman|398710.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113870|Shmup Love Boom - Soundtrack|387120.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113871|Broadside|401560.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113872|Undefeated - Deluxe Contents|394080.0|0|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113873|ChargeShot|401840.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113874|ESCHATOS|378770.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113875|ESCHATOS Original Soundtrack (Steam Edition)|396910.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113876|JUDGEMENT SILVERSWORD - Resurrection -|278510.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113877|Invasion|397980.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113878|Navpoint Demo|394790.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113879|TankZone Battle|388430.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113880|Judgement|383780.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113881|Bleeding Blocks|400710.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113882|La-Mulana Original Sound Track|396690.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113883|Battle of Empires : 1914-1918 -  British Empire|383450.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113884|Robot Exploration Squad|393600.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113885|Skyshine's BEDLAM|367600.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113886|Simply Chess|312280.0|0|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113887|Crash Dummy|345690.0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
113888|Destiny Warriors RPG|399790.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113889|The Juicer|400790.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113890|Dungeon Nightmares II : The Memory|382090.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113891|Discouraged Workers - Original Sound Track|375160.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113892|Official Guide - Girlfriend Rescue|363040.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113893|Impulse Revolution Demo|401300.0|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
113894|Heroes of a Broken Land Demo|400320.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113895|Legends of Pixelia|371530.0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113896|Braveland Pirate|391490.0|0|1|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113897|Over The Hills And Far Away Demo|403210.0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113898|Lapland Solitaire|395890.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113899|Albino Lullaby: Episode 1|355860.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113900|Albino Lullaby: Episode 1 (Official Video Game Soundtrack)|403320.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113901|X-Plane 10 AddOn - Aerosoft - Airport Manchester|339393.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113902|FSX: Steam Edition - Friday Harbor (KFHR) Add-On|379235.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113903|Magicka 2: Three Cardinals Robe Pack|393831.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113904|Magicka 2: Gates of Midgård Challenge pack|393830.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113905|Frozen Free Fall: Snowball Fight|357480.0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113906|Fantasy Grounds - D&amp;D Rage of Demons: Out of the Abyss|403500.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113907|Overruled!|297740.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113908|Run Run And Die|397670.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113909|Solar Shifter EX|363940.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113910|Solar Shifter EX - Soundtrack|400770.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113911|FortressCraft Evolved Dapper Indie Supporter's Pack|400400.0|0|1|1|1|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113912|Future Farmer|394920.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113913|One Piece Pirate Warriors 3 Story Pack|378501.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113914|God's Work|394930.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113915|Gillespie|394940.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113916|Match 3 Revolution|401420.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113917|WonderCat Adventures|384120.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113918|Star Conflict: Fleet Strength - Sawtooth|397123.0|1|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113919|Star Conflict: Fleet Strength - Cutter|397124.0|1|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113920|Star Conflict: Fleet Strength - Mauler|397125.0|1|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113921|Star Conflict: Dogs of War - Nyx|397126.0|1|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113922|Mad Snowboarding|399900.0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
113923|The Dreamatorium of Dr. Magnus 2|393150.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113924|QuestEvent|357910.0|1|1|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113925|Shades of Black|340370.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113926|Shift Happens Demo|401350.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113927|FSX: Steam Edition - Air Alaska Add-On|364328.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113928|FSX: Steam Edition - Piper J-3 Cub Add-On|360080.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113929|RIDE - 2015 Top Bikes Pack 1|392880.0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
113930|RIDE: Season Pass|350560.0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
113931|RIDE - 2015 Top Bikes Pack 2|392900.0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
